order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount
O01498,03-08-2024,C0788,P0356,0,Online,1,98.78,0.05,93.84
O01499,10-07-2023,C0407,P0935,S002,In-Store,2,367.55,0.1,661.59
O01500,28-01-2024,C0638,P1109,0,Online,1,200.18,0,200.18
O01501,31-12-2023,C0129,P0077,S051,In-Store,1,194.08,0,194.08
O01502,04-08-2024,C0708,P0470,S034,In-Store,1,224.53,0.2,179.62
O01503,12-10-2024,C0612,P0513,S018,In-Store,1,27.18,0.05,25.82
O01504,29-05-2024,C0620,P0691,S039,In-Store,1,258.99,0,258.99
O01505,25-04-2023,C0290,P0710,S034,In-Store,1,23.5,0.2,18.8
O01506,07-05-2023,C0769,P0073,S028,In-Store,1,10.3,0,10.3
O01507,13-10-2023,C0183,P0481,S025,In-Store,2,134.56,0.2,215.3
O01508,26-12-2023,C0200,P1104,S042,In-Store,1,354.64,0.05,336.91
O01509,06-09-2024,C0630,P0925,0,Online,2,65.74,0,131.48
O01510,14-09-2024,C0065,P0944,S034,In-Store,1,64.12,0.2,51.3
O01511,28-12-2024,C0153,P1176,S032,In-Store,3,50.72,0.2,121.73
O01512,22-09-2023,C0157,P0265,0,In-Store,1,145.45,0.05,138.18
O01513,02-10-2024,C0767,P0078,S034,In-Store,2,123.08,0.1,221.54
O01514,05-10-2023,C0000,P0816,S043,In-Store,3,235.03,0.05,669.84
O01515,06-05-2023,C0712,P0551,S042,In-Store,2,170.18,0.1,306.32
O01516,24-12-2023,C0399,P0780,S021,In-Store,1,253.19,0.2,202.55
O01517,18-07-2024,C0031,P0255,0,Online,1,21.15,0.05,20.09
O01518,20-04-2023,C0350,P0767,0,Online,3,316.79,0.05,902.85
O01519,11-05-2023,C0402,P0943,S012,In-Store,1,181.12,0.05,172.06
O01520,02-09-2024,C0626,P0602,0,Online,1,235.69,0.05,223.91
O01521,02-04-2025,C0136,P1090,S054,In-Store,1,32.87,0.1,29.58
O01522,31-08-2024,C0227,P0398,S057,In-Store,3,218.44,0,655.32
O01523,03-10-2024,C0168,P0533,0,Online,2,299.75,0.1,539.55
O01524,20-07-2024,C0779,P0691,S059,In-Store,1,258.99,0.2,207.19
O01525,10-02-2025,C0351,P0796,0,Online,1,87.96,0.05,83.56
O01526,01-10-2023,C0603,P0453,S014,In-Store,1,104.45,0.1,94.01
O01527,29-06-2024,C0179,P0757,0,Online,1,88.95,0,88.95
O01528,26-04-2023,C0400,P0756,S017,In-Store,2,338.92,0.2,542.27
O01529,05-09-2024,C0395,P1144,S039,In-Store,1,116.88,0.1,105.19
O01530,17-06-2023,C0791,P0588,S014,In-Store,3,165.38,0,496.14
O01531,29-04-2024,C0643,P0245,0,In-Store,2,271.37,0,542.74
O01532,11-12-2023,C0115,P0985,S010,In-Store,3,57.24,0,171.72
O01533,05-11-2024,C0721,P0683,S017,In-Store,1,27.06,0,27.06
O01534,16-02-2024,C0372,P0430,S005,In-Store,1,126.13,0.1,113.52
O01535,29-01-2024,C0110,P0669,S012,In-Store,1,95.28,0,95.28
O01536,27-02-2025,C0177,P0749,S013,In-Store,1,165.09,0.2,132.07
O01537,08-07-2024,C0537,P0199,0,Online,2,115.92,0.2,185.47
O01538,06-09-2023,C0324,P0093,0,Online,3,243.56,0.1,657.61
O01539,23-02-2024,C0153,P0223,0,Online,1,69.61,0,69.61
O01540,12-05-2024,C0362,P0363,S039,In-Store,1,382.32,0,382.32
O01541,16-04-2024,C0536,P0968,S038,In-Store,1,177.96,0.05,169.06
O01542,11-08-2023,C0006,P0556,S015,In-Store,1,44.06,0.1,39.65
O01543,09-08-2023,C0140,P0677,S058,In-Store,2,244.62,0.2,391.39
O01544,16-07-2023,C0332,P1195,S050,In-Store,1,21.82,0.2,17.46
O01545,15-01-2024,C0286,P0611,S008,In-Store,1,121.34,0.2,97.07
O01546,26-03-2024,C0522,P0690,S057,In-Store,1,140.54,0.1,126.49
O01547,03-07-2023,C0347,P1038,S023,In-Store,1,95.34,0.1,85.81
O01548,09-11-2023,C0628,P0589,0,Online,1,138.7,0.05,131.76
O01549,02-01-2024,C0629,P0243,S051,In-Store,1,62.91,0.2,50.33
O01550,13-11-2023,C0026,P0278,S000,In-Store,1,267.49,0,267.49
O01551,03-03-2025,C0314,P0762,S037,In-Store,1,116.9,0.05,111.06
O01552,19-06-2024,C0242,P0268,S052,In-Store,2,128.63,0,257.26
O01553,25-01-2024,C0324,P0141,0,Online,3,30.16,0.1,81.43
O01554,25-09-2024,C0034,P1068,0,Online,2,222.82,0.2,356.51
O01555,22-06-2023,C0186,P0205,0,Online,2,14.31,0.1,25.76
O01556,03-09-2023,C0537,P0784,S039,In-Store,1,285.28,0.2,228.22
O01557,27-01-2024,C0706,P0454,0,In-Store,2,57.81,0.2,92.5
O01558,18-09-2024,C0299,P0846,0,Online,1,257.54,0,257.54
O01559,29-12-2023,C0527,P0343,S018,In-Store,1,135.09,0.05,128.34
O01560,02-11-2023,C0071,P1076,0,Online,1,67.84,0.05,64.45
O01561,27-07-2023,C0108,P0273,0,Online,3,125.14,0,375.42
O01562,05-06-2024,C0621,P0293,S041,In-Store,2,259.84,0,519.68
O01563,15-09-2023,C0639,P0189,0,Online,2,177.09,0,354.18
O01564,30-11-2023,C0532,P0501,S031,In-Store,1,310.14,0.05,294.63
O01565,08-03-2024,C0566,P0948,S034,In-Store,1,335.29,0.05,318.53
O01566,26-11-2024,C0413,P1062,S042,In-Store,2,206.93,0.2,331.09
O01567,14-07-2023,C0185,P0716,S020,In-Store,2,380.68,0.1,685.22
O01568,06-04-2024,C0371,P1151,S030,In-Store,1,258.14,0.05,245.23
O01569,30-11-2024,C0584,P0066,S039,In-Store,1,224.19,0,224.19
O01570,25-09-2023,C0794,P0928,0,In-Store,1,175.55,0.05,166.77
O01571,13-05-2023,C0401,P0108,S011,In-Store,2,29.29,0.2,46.86
O01572,06-02-2024,C0660,P0960,0,Online,1,169.27,0.2,135.42
O01573,05-09-2024,C0203,P0907,S046,In-Store,1,221.46,0.05,210.39
O01574,27-10-2023,C0671,P1193,S053,In-Store,2,169.77,0,339.54
O01575,16-05-2023,C0176,P0317,S036,In-Store,2,171.54,0.05,325.93
O01576,04-06-2023,C0175,P0206,S051,In-Store,2,44.72,0.1,80.5
O01577,14-05-2023,C0599,P0154,S015,In-Store,2,179.52,0.05,341.09
O01578,07-03-2024,C0170,P0665,S044,In-Store,1,9.37,0.05,8.9
O01579,07-01-2024,C0553,P0416,S017,In-Store,1,166.68,0.1,150.01
O01580,06-01-2025,C0125,P1001,S029,In-Store,1,125.39,0.2,100.31
O01581,02-06-2023,C0402,P0593,0,Online,3,71.58,0,214.74
O01582,19-03-2024,C0267,P0519,S017,In-Store,3,89.59,0.2,215.02
O01583,21-12-2023,C0742,P0238,0,Online,2,30.72,0.2,49.15
O01584,26-05-2024,C0596,P0898,0,Online,2,204.25,0.05,388.07
O01585,16-09-2023,C0165,P0113,S042,In-Store,2,238,0.2,380.8
O01586,09-08-2024,C0509,P0230,0,Online,1,73.43,0.1,66.09
O01587,19-07-2024,C0571,P1062,0,Online,1,206.93,0.05,196.58
O01588,14-02-2025,C0691,P0201,0,Online,3,63.7,0.1,171.99
O01589,03-12-2023,C0572,P0111,S011,In-Store,1,184.61,0,184.61
O01590,21-08-2023,C0271,P1135,S051,In-Store,3,65.37,0.2,156.89
O01591,18-01-2024,C0518,P1165,S043,In-Store,1,111.55,0.05,105.97
O01592,10-07-2023,C0739,P0762,S022,In-Store,3,116.9,0.05,333.17
O01593,22-12-2023,C0547,P0807,S051,In-Store,1,135.25,0,135.25
O01594,23-07-2023,C0284,P0618,0,Online,2,223.33,0.2,357.33
O01595,07-10-2023,C0586,P1175,S029,In-Store,1,26.47,0,26.47
O01596,31-01-2025,C0166,P0430,S036,In-Store,1,126.13,0,126.13
O01597,02-05-2024,C0152,P1182,0,Online,2,275.08,0.1,495.14
O01598,22-09-2023,C0094,P0620,0,Online,3,263.03,0.1,710.18
O01599,15-04-2023,C0752,P1047,0,Online,1,126.31,0.05,119.99
O01600,09-10-2024,C0590,P0851,S005,In-Store,1,70.32,0.05,66.8
O01601,26-01-2025,C0511,P0190,S007,In-Store,1,232.24,0.05,220.63
O01602,07-08-2023,C0648,P0309,S007,In-Store,1,364.92,0.05,346.67
O01603,16-02-2024,C0703,P0942,S048,In-Store,2,193.87,0.05,368.35
O01604,05-02-2025,C0620,P0182,0,Online,2,60.65,0.2,97.04
O01605,03-05-2024,C0132,P0370,0,Online,1,106.39,0,106.39
O01606,18-09-2024,C0740,P0702,S059,In-Store,3,286.8,0.2,688.32
O01607,19-07-2024,C0202,P0438,0,Online,2,270.3,0.05,513.57
O01608,17-08-2024,C0345,P0426,S042,In-Store,1,289.27,0.05,274.81
O01609,10-06-2024,C0681,P0617,S006,In-Store,1,43.85,0.05,41.66
O01610,18-01-2024,C0288,P0360,0,Online,1,46.47,0.1,41.82
O01611,25-01-2025,C0571,P0808,S008,In-Store,1,276.8,0.1,249.12
O01612,21-12-2024,C0590,P0668,S009,In-Store,2,153.87,0.1,276.97
O01613,19-12-2023,C0017,P0510,0,Online,2,156.58,0.1,281.84
O01614,25-04-2024,C0358,P0779,S004,In-Store,1,113.02,0,113.02
O01615,14-11-2024,C0219,P1165,S008,In-Store,2,111.55,0.2,178.48
O01616,29-01-2024,C0794,P0199,0,Online,2,115.92,0.2,185.47
O01617,16-09-2024,C0282,P0390,S022,In-Store,3,178.02,0.1,480.65
O01618,06-09-2024,C0396,P0628,S008,In-Store,2,112.51,0.05,213.77
O01619,29-11-2023,C0265,P0153,S049,In-Store,2,56.67,0.05,107.67
O01620,16-06-2024,C0493,P0110,S023,In-Store,2,280.19,0.05,532.36
O01621,28-02-2025,C0570,P1013,0,Online,2,325.64,0.05,618.72
O01622,29-09-2023,C0062,P0907,S005,In-Store,3,221.46,0.2,531.5
O01623,21-08-2024,C0604,P0045,S008,In-Store,1,198.66,0.05,188.73
O01624,21-03-2024,C0543,P0219,S016,In-Store,1,125.63,0.05,119.35
O01625,09-07-2024,C0700,P0015,0,Online,1,157.98,0.1,142.18
O01626,06-04-2025,C0060,P0255,0,Online,2,21.15,0.1,38.07
O01627,06-04-2025,C0415,P1016,S049,In-Store,3,321,0.2,770.4
O01628,13-04-2024,C0636,P0631,S023,In-Store,1,30.95,0.2,24.76
O01629,12-05-2024,C0797,P0712,S027,In-Store,1,124,0.05,117.8
O01630,26-09-2023,C0257,P0982,S008,In-Store,1,83.76,0.1,75.38
O01631,06-10-2024,C0002,P0226,0,Online,2,122.21,0,244.42
O01632,20-03-2024,C0396,P1053,0,Online,2,94.13,0.05,178.85
O01633,15-03-2024,C0754,P0844,S006,In-Store,2,106.04,0.2,169.66
O01634,05-05-2024,C0781,P0184,S027,In-Store,1,207.61,0,207.61
O01635,01-02-2024,C0529,P0199,S042,In-Store,1,115.92,0.1,104.33
O01636,08-03-2025,C0151,P0093,0,Online,2,243.56,0,487.12
O01637,10-09-2023,C0721,P0124,S012,In-Store,1,76.7,0,76.7
O01638,01-03-2025,C0104,P0504,0,Online,4,23.22,0.05,88.24
O01639,25-04-2024,C0048,P0589,S033,In-Store,2,138.7,0.1,249.66
O01640,28-12-2023,C0204,P0820,0,Online,1,310.73,0.05,295.19
O01641,30-11-2024,C0578,P0891,0,Online,1,183.58,0.1,165.22
O01642,10-01-2024,C0720,P0879,S031,In-Store,1,168.21,0,168.21
O01643,16-02-2025,C0574,P0011,S042,In-Store,1,144.13,0.05,136.92
O01644,15-06-2023,C0160,P0900,S053,In-Store,3,18.92,0.2,45.41
O01645,16-04-2024,C0447,P0304,0,Online,2,138.55,0,277.1
O01646,02-05-2023,C0141,P0972,0,Online,1,113.58,0,113.58
O01647,20-10-2023,C0412,P0849,S019,In-Store,3,111.61,0.1,301.35
O01648,02-03-2025,C0025,P0138,S003,In-Store,2,87.06,0.2,139.3
O01649,26-01-2024,C0682,P0957,0,Online,2,264.21,0.1,475.58
O01650,30-08-2023,C0766,P0537,S034,In-Store,1,101.98,0,101.98
O01651,11-04-2023,C0576,P0552,S020,In-Store,2,167.38,0.05,318.02
O01652,25-10-2023,C0724,P0134,S011,In-Store,2,249.13,0,498.26
O01653,15-06-2024,C0623,P1027,0,Online,1,110.09,0.1,99.08
O01654,17-02-2025,C0612,P1017,S025,In-Store,4,212.78,0.2,680.9
O01655,08-05-2023,C0663,P0133,0,Online,3,50.24,0.2,120.58
O01656,29-08-2024,C0424,P0782,S047,In-Store,1,43.61,0.1,39.25
O01657,13-06-2023,C0391,P0203,0,Online,1,259.84,0.2,207.87
O01658,04-03-2025,C0050,P0993,S017,In-Store,2,170.79,0.05,324.5
O01659,26-08-2023,C0178,P0660,S013,In-Store,2,161.23,0.1,290.21
O01660,05-06-2024,C0116,P0913,S004,In-Store,2,211.23,0.1,380.21
O01661,21-04-2023,C0441,P0285,0,Online,2,86.63,0.2,138.61
O01662,10-10-2024,C0471,P1107,S006,In-Store,2,333.55,0,667.1
O01663,14-10-2023,C0162,P0056,S042,In-Store,3,103.48,0.1,279.4
O01664,06-07-2023,C0558,P0171,0,Online,2,268.46,0.2,429.54
O01665,11-03-2024,C0114,P0171,S001,In-Store,1,268.46,0.1,241.61
O01666,26-06-2024,C0520,P0062,S054,In-Store,3,234.63,0,703.89
O01667,10-03-2024,C0408,P0532,S008,In-Store,3,49.14,0.05,140.05
O01668,05-07-2023,C0462,P0729,S047,In-Store,5,183.66,0.05,872.38
O01669,05-03-2025,C0450,P1038,S059,In-Store,1,95.34,0,95.34
O01670,27-07-2023,C0063,P0052,0,Online,2,95.71,0,191.42
O01671,14-01-2025,C0327,P0969,S053,In-Store,1,171.98,0.05,163.38
O01672,03-10-2024,C0389,P1153,0,Online,2,152.8,0.2,244.48
O01673,29-12-2024,C0663,P0172,S032,In-Store,1,89.42,0.2,71.54
O01674,01-11-2024,C0604,P0553,S038,In-Store,3,31.56,0.2,75.74
O01675,19-04-2024,C0516,P0308,S048,In-Store,1,53.99,0.2,43.19
O01676,25-05-2023,C0686,P0977,S003,In-Store,1,17,0.1,15.3
O01677,12-07-2023,C0363,P0469,S016,In-Store,1,116.24,0,116.24
O01678,25-07-2024,C0433,P0230,S002,In-Store,1,73.43,0.2,58.74
O01679,16-09-2024,C0657,P0508,0,Online,2,35.78,0.1,64.4
O01680,30-07-2023,C0707,P1132,S021,In-Store,1,117.68,0.2,94.14
O01681,08-04-2024,C0797,P0942,S054,In-Store,2,193.87,0.2,310.19
O01682,20-01-2024,C0655,P0092,S059,In-Store,1,210.05,0.2,168.04
O01683,08-12-2023,C0289,P0770,S015,In-Store,1,221.83,0.1,199.65
O01684,29-04-2023,C0439,P0052,0,Online,3,95.71,0.1,258.42
O01685,04-08-2023,C0454,P0023,0,Online,2,97.03,0.1,174.65
O01686,19-05-2024,C0145,P0327,S022,In-Store,1,277.77,0.05,263.88
O01687,01-10-2024,C0416,P0563,S008,In-Store,1,45.12,0,45.12
O01688,23-04-2024,C0587,P0454,0,Online,2,57.81,0.2,92.5
O01689,12-06-2024,C0513,P0466,S056,In-Store,2,135.41,0.2,216.66
O01690,04-11-2023,C0264,P0809,S048,In-Store,1,127.42,0.2,101.94
O01691,28-03-2025,C0069,P0870,0,Online,2,168.73,0,337.46
O01692,09-11-2024,C0075,P0439,S007,In-Store,1,79.07,0.05,75.12
O01693,26-12-2024,C0773,P0334,0,In-Store,1,135.83,0.05,129.04
O01694,12-10-2024,C0110,P0476,0,Online,1,52.23,0.2,41.78
O01695,22-09-2023,C0349,P0382,S002,In-Store,2,27.14,0.1,48.85
O01696,25-07-2024,C0523,P0193,S049,In-Store,2,62.96,0,125.92
O01697,24-02-2024,C0368,P0570,S031,In-Store,1,245.4,0.05,233.13
O01698,29-10-2024,C0631,P0199,S041,In-Store,1,115.92,0,115.92
O01699,04-01-2024,C0713,P0592,0,Online,2,57.43,0.2,91.89
O01700,24-04-2024,C0064,P0962,S030,In-Store,1,166.96,0,166.96
O01701,15-03-2024,C0129,P0529,S036,In-Store,1,135.66,0,135.66
O01702,17-06-2024,C0746,P0005,S029,In-Store,1,112.55,0.05,106.92
O01703,22-07-2024,C0081,P0906,0,Online,2,269.33,0,538.66
O01704,12-05-2023,C0334,P0378,S040,In-Store,1,99.58,0.2,79.66
O01705,21-03-2024,C0559,P0864,0,In-Store,1,113.48,0.05,107.81
O01706,15-09-2024,C0595,P0810,S035,In-Store,4,235.44,0.2,753.41
O01707,08-05-2024,C0518,P0780,S044,In-Store,1,253.19,0,253.19
O01708,01-02-2025,C0602,P0534,S051,In-Store,1,53.64,0,53.64
O01709,20-09-2024,C0628,P0276,S043,In-Store,2,112.54,0.05,213.83
O01710,16-07-2024,C0703,P0978,S015,In-Store,1,219.94,0.2,175.95
O01711,30-12-2023,C0045,P0719,0,Online,1,330.88,0.2,264.7
O01712,29-01-2025,C0699,P0126,0,Online,1,201.02,0.2,160.82
O01713,22-10-2024,C0321,P0509,S045,In-Store,1,222.66,0.05,211.53
O01714,06-02-2025,C0593,P0532,S038,In-Store,3,49.14,0,147.42
O01715,24-07-2024,C0007,P0100,0,Online,2,31.75,0.1,57.15
O01716,10-10-2023,C0305,P1086,S016,In-Store,2,80.63,0.05,153.2
O01717,03-12-2023,C0385,P0768,S017,In-Store,1,246.33,0.2,197.06
O01718,05-02-2024,C0420,P0102,S027,In-Store,1,221.14,0.1,199.03
O01719,16-10-2023,C0572,P0636,S055,In-Store,1,168.98,0.1,152.08
O01720,06-02-2024,C0453,P0696,S001,In-Store,1,157.7,0.2,126.16
O01721,03-02-2025,C0315,P0653,S012,In-Store,2,62.89,0,125.78
O01722,04-08-2024,C0248,P0756,0,Online,2,338.92,0.2,542.27
O01723,30-01-2025,C0396,P0267,S011,In-Store,1,349.07,0.2,279.26
O01724,21-06-2024,C0296,P0110,0,Online,1,280.19,0.1,252.17
O01725,30-08-2024,C0355,P0468,S000,In-Store,1,146.22,0.2,116.98
O01726,01-07-2024,C0191,P0242,0,Online,2,138.25,0.1,248.85
O01727,17-11-2024,C0780,P0925,S056,In-Store,2,65.74,0.2,105.18
O01728,08-10-2023,C0485,P0636,S048,In-Store,1,168.98,0.1,152.08
O01729,21-09-2023,C0399,P0056,0,Online,2,103.48,0.05,196.61
O01730,28-08-2023,C0102,P0189,S054,In-Store,2,177.09,0.1,318.76
O01731,25-02-2024,C0529,P0795,S000,In-Store,1,255.38,0,255.38
O01732,23-01-2024,C0602,P1057,S030,In-Store,2,176.53,0.2,282.45
O01733,03-02-2024,C0130,P0401,S011,In-Store,4,93.92,0.1,338.11
O01734,10-02-2024,C0526,P0027,S017,In-Store,1,236.79,0.2,189.43
O01735,30-04-2024,C0735,P0836,S054,In-Store,2,60.54,0.05,115.03
O01736,17-07-2024,C0435,P0155,0,Online,1,114.52,0,114.52
O01737,15-08-2024,C0054,P0417,0,In-Store,2,56.54,0.2,90.46
O01738,11-11-2023,C0440,P0708,S046,In-Store,2,157.48,0.2,251.97
O01739,19-11-2023,C0545,P0098,S022,In-Store,2,120.73,0.05,229.39
O01740,11-03-2025,C0271,P1052,0,Online,1,190.93,0.05,181.38
O01741,20-06-2024,C0570,P0476,S056,In-Store,2,52.23,0.1,94.01
O01742,08-01-2024,C0770,P0549,0,Online,3,8.95,0.2,21.48
O01743,09-09-2024,C0668,P0752,0,Online,2,273.69,0.2,437.9
O01744,09-01-2025,C0149,P0403,S004,In-Store,2,115.91,0,231.82
O01745,27-01-2024,C0198,P0315,S028,In-Store,1,193.09,0.1,173.78
O01746,07-02-2025,C0629,P1006,S039,In-Store,2,262.46,0,524.92
O01747,12-04-2024,C0792,P0815,S015,In-Store,2,186.83,0.1,336.29
O01748,01-08-2024,C0694,P0340,S001,In-Store,1,68.28,0.05,64.87
O01749,07-07-2023,C0568,P1103,S010,In-Store,2,180.59,0,361.18
O01750,05-04-2025,C0362,P0025,S003,In-Store,1,83.7,0,83.7
O01751,21-09-2023,C0396,P0505,S016,In-Store,1,231.34,0.1,208.21
O01752,05-02-2024,C0199,P0067,S050,In-Store,2,310.89,0.05,590.69
O01753,30-03-2024,C0558,P1030,S017,In-Store,2,115.95,0.05,220.31
O01754,13-01-2025,C0235,P0625,0,Online,1,249.56,0,249.56
O01755,21-05-2023,C0732,P0811,S032,In-Store,3,13.23,0.1,35.72
O01756,09-07-2023,C0068,P0870,S011,In-Store,2,168.73,0.1,303.71
O01757,10-07-2024,C0686,P0736,0,Online,1,62.18,0.2,49.74
O01758,09-07-2023,C0544,P0430,S056,In-Store,1,126.13,0.1,113.52
O01759,13-08-2024,C0486,P0445,S050,In-Store,1,35.94,0,35.94
O01760,26-11-2024,C0702,P0656,0,Online,1,192.95,0,192.95
O01761,04-08-2023,C0467,P1028,S016,In-Store,2,233.27,0.2,373.23
O01762,15-10-2023,C0581,P1186,S037,In-Store,1,227.61,0.05,216.23
O01763,25-01-2025,C0782,P0124,S020,In-Store,1,76.7,0.2,61.36
O01764,27-06-2024,C0136,P0981,0,Online,1,11.42,0.2,9.14
O01765,09-08-2023,C0259,P0771,0,Online,1,155.11,0,155.11
O01766,21-04-2023,C0612,P1106,S024,In-Store,2,88.1,0.1,158.58
O01767,31-03-2025,C0135,P0417,S041,In-Store,1,56.54,0.05,53.71
O01768,07-02-2025,C0166,P1067,0,Online,3,301.78,0,905.34
O01769,31-07-2023,C0115,P1125,S025,In-Store,1,90.35,0.05,85.83
O01770,20-03-2024,C0580,P0430,S033,In-Store,3,126.13,0,378.39
O01771,13-04-2023,C0570,P0434,0,Online,1,257.4,0,257.4
O01772,27-09-2024,C0119,P0030,0,Online,2,132.5,0.05,251.75
O01773,04-12-2023,C0016,P0129,S024,In-Store,2,27.78,0.2,44.45
O01774,10-01-2024,C0117,P0092,S032,In-Store,3,210.05,0.2,504.12
O01775,11-09-2023,C0124,P0022,S052,In-Store,1,124.36,0.1,111.92
O01776,08-09-2023,C0392,P0190,0,Online,1,232.24,0.05,220.63
O01777,25-12-2024,C0296,P0653,S041,In-Store,3,62.89,0,188.67
O01778,03-01-2025,C0773,P0097,S017,In-Store,1,134.83,0.2,107.86
O01779,15-10-2024,C0784,P1127,S012,In-Store,2,119.95,0.1,215.91
O01780,16-07-2023,C0602,P0647,S050,In-Store,3,139.35,0,418.05
O01781,08-04-2024,C0203,P0034,S048,In-Store,1,189.42,0.2,151.54
O01782,20-06-2024,C0003,P0757,S017,In-Store,2,88.95,0.1,160.11
O01783,11-06-2023,C0602,P0776,S004,In-Store,1,87.71,0.1,78.94
O01784,26-04-2024,C0705,P0094,S057,In-Store,1,105.62,0.2,84.5
O01785,12-11-2023,C0094,P0151,0,Online,2,176.17,0.2,281.87
O01786,06-06-2024,C0306,P0177,S045,In-Store,1,128.6,0.05,122.17
O01787,07-01-2024,C0001,P0915,S006,In-Store,1,287.43,0.2,229.94
O01788,05-11-2024,C0605,P0550,S030,In-Store,3,142.36,0,427.08
O01789,15-02-2025,C0015,P0752,S048,In-Store,2,273.69,0.05,520.01
O01790,13-07-2023,C0561,P0414,0,Online,1,162.49,0.05,154.37
O01791,11-04-2024,C0743,P1162,S025,In-Store,2,199.19,0.05,378.46
O01792,11-06-2023,C0470,P0031,S034,In-Store,1,340.18,0.2,272.14
O01793,07-05-2023,C0532,P1158,0,Online,3,275.48,0.2,661.15
O01794,31-12-2024,C0074,P0745,0,Online,1,16.81,0.2,13.45
O01795,14-08-2024,C0464,P0158,S057,In-Store,2,106.61,0.2,170.58
O01796,15-01-2025,C0608,P0484,0,Online,3,130.78,0,392.34
O01797,14-01-2025,C0718,P0734,S040,In-Store,1,33.37,0.05,31.7
O01798,09-12-2023,C0309,P0161,S000,In-Store,3,351.88,0.1,950.08
O01799,28-02-2024,C0074,P0944,S032,In-Store,1,64.12,0.1,57.71
O01800,16-12-2024,C0120,P0943,S018,In-Store,3,181.12,0,543.36
O01801,11-02-2024,C0141,P0999,0,Online,1,185.46,0.05,176.19
O01802,13-08-2024,C0098,P1109,0,In-Store,1,200.18,0.05,190.17
O01803,07-04-2025,C0623,P0528,S008,In-Store,1,102.08,0.2,81.66
O01804,09-05-2024,C0166,P0288,S030,In-Store,1,281.92,0.1,253.73
O01805,27-05-2023,C0076,P0920,0,Online,1,238.75,0.1,214.88
O01806,19-04-2023,C0375,P0545,S006,In-Store,1,124.94,0.1,112.45
O01807,14-12-2023,C0381,P0995,S002,In-Store,1,177.45,0.1,159.7
O01808,16-09-2023,C0517,P0258,0,Online,2,52.4,0.05,99.56
O01809,14-09-2024,C0375,P1017,S045,In-Store,2,212.78,0,425.56
O01810,29-04-2024,C0050,P0129,S014,In-Store,2,27.78,0.1,50
O01811,12-06-2024,C0054,P0940,0,Online,1,21.41,0.05,20.34
O01812,16-10-2023,C0481,P0363,S058,In-Store,1,382.32,0.1,344.09
O01813,08-09-2024,C0631,P0573,0,Online,3,40.64,0,121.92
O01814,28-02-2025,C0667,P1058,0,Online,1,219.39,0.1,197.45
O01815,11-09-2024,C0246,P0184,0,Online,3,207.61,0.2,498.26
O01816,07-03-2025,C0555,P0764,0,Online,1,241.25,0,241.25
O01817,15-09-2023,C0359,P1151,S048,In-Store,2,258.14,0,516.28
O01818,05-11-2024,C0588,P0761,S039,In-Store,3,240.31,0.05,684.88
O01819,26-04-2024,C0111,P0176,S027,In-Store,3,273.81,0,821.43
O01820,15-07-2023,C0044,P0742,0,Online,1,237.5,0.2,190
O01821,12-05-2023,C0583,P0278,0,Online,1,267.49,0,267.49
O01822,11-02-2025,C0440,P0111,S000,In-Store,1,184.61,0,184.61
O01823,03-01-2024,C0262,P0177,S036,In-Store,2,128.6,0.1,231.48
O01824,05-12-2024,C0335,P0600,0,Online,2,221.76,0.05,421.34
O01825,19-03-2025,C0534,P0959,S035,In-Store,2,56.21,0.05,106.8
O01826,08-11-2023,C0422,P0705,0,Online,2,198.93,0.1,358.07
O01827,07-08-2024,C0483,P0236,S046,In-Store,3,196.93,0,590.79
O01828,20-09-2024,C0059,P1054,S030,In-Store,2,193.12,0.05,366.93
O01829,05-12-2023,C0551,P0169,0,Online,2,87.14,0,174.28
O01830,21-11-2023,C0340,P0092,0,Online,1,210.05,0.2,168.04
O01831,21-09-2023,C0187,P0140,S018,In-Store,1,187.12,0.05,177.76
O01832,24-07-2024,C0396,P0737,S033,In-Store,2,121.72,0.05,231.27
O01833,22-07-2024,C0155,P0861,S025,In-Store,1,201.1,0.1,180.99
O01834,13-01-2025,C0445,P0079,S028,In-Store,1,260.43,0.05,247.41
O01835,06-05-2024,C0224,P0514,S059,In-Store,2,104.99,0.05,199.48
O01836,30-01-2024,C0181,P0651,S024,In-Store,1,315.36,0.1,283.82
O01837,08-11-2023,C0141,P1106,0,Online,3,88.1,0.1,237.87
O01838,07-05-2024,C0454,P0566,S025,In-Store,2,10.71,0.1,19.28
O01839,26-07-2023,C0343,P0721,0,Online,1,255.39,0.2,204.31
O01840,03-04-2025,C0578,P0374,S000,In-Store,2,190.53,0,381.06
O01841,20-09-2023,C0341,P0664,0,Online,1,191.74,0.2,153.39
O01842,03-02-2024,C0316,P0056,S038,In-Store,2,103.48,0,206.96
O01843,13-01-2024,C0102,P0170,S029,In-Store,1,106.52,0.2,85.22
O01844,30-08-2023,C0703,P0039,0,Online,1,29.71,0.1,26.74
O01845,30-12-2023,C0455,P0796,0,Online,2,87.96,0.05,167.12
O01846,09-04-2024,C0024,P0831,S023,In-Store,2,183.87,0.05,349.35
O01847,25-03-2024,C0274,P0170,S000,In-Store,2,106.52,0,213.04
O01848,14-12-2024,C0186,P0896,S050,In-Store,1,165.91,0.1,149.32
O01849,27-05-2023,C0060,P0021,0,Online,1,77.31,0.2,61.85
O01850,24-11-2023,C0716,P0103,0,Online,1,171.58,0,171.58
